2020-09-03 00:00,19.71,35,19.71,22.92,303844
2020-09-03 04:00,22.92,25.1,20.98,22.03,222705
2020-09-03 08:00,22.02,23.35,17,19.67,198836
2020-09-03 12:00,19.65,19.73,16.71,17.1,135480
2020-09-03 16:00,17.1,19.84,16.99,19,117170
2020-09-03 20:00,19,21.49,17.01,17.84,160640
2020-09-04 00:00,17.84,17.84,17,17.51,38425
2020-09-04 04:00,17.51,17.9,16.71,17.28,52167
2020-09-04 08:00,17.28,20.5,16.92,18.97,210484
2020-09-04 12:00,18.95,19.99,17,17.33,162430
2020-09-04 16:00,17.35,18,17.34,17.71,74364
2020-09-04 20:00,17.71,18.13,17.5,17.55,36955
2020-09-05 00:00,17.55,17.56,17.12,17.21,27519
2020-09-05 04:00,17.21,17.3,16.23,16.36,74655
2020-09-05 08:00,16.31,16.63,13.49,13.49,181287
2020-09-05 12:00,13.49,14.96,13.03,14.25,87106
2020-09-05 16:00,14.24,14.29,10.2,12.15,244859
2020-09-05 20:00,12.15,12.79,11.71,12.55,87420
2020-09-06 00:00,12.54,13.48,11.88,11.91,36624
2020-09-06 04:00,11.91,12.6,11.28,12.58,91978
2020-09-06 08:00,12.59,16,12.56,14.07,174469
2020-09-06 12:00,14.06,14.08,13.18,13.54,97980
2020-09-06 16:00,13.55,14,13.12,13.52,70830
2020-09-06 20:00,13.52,13.73,13.33,13.47,46046
2020-09-07 00:00,13.47,13.65,13.05,13.11,32571
2020-09-07 04:00,13.11,13.14,11.51,12.43,104564
2020-09-07 08:00,12.43,13.6,12.13,12.27,151506
2020-09-07 12:00,12.27,13.25,12.01,12.98,144733
2020-09-07 16:00,12.98,13.19,12.69,13.04,75723
2020-09-07 20:00,13.04,13.31,12.96,13.23,61960
2020-09-08 00:00,13.23,14.32,13.23,14.1,77372
2020-09-08 04:00,14.1,15.5,13.85,14.21,268836
2020-09-08 08:00,14.21,14.33,13.68,13.94,216358
2020-09-08 12:00,13.93,14.5,13.52,14.27,146034
2020-09-08 16:00,14.28,14.52,13.61,14.08,89134
2020-09-08 20:00,14.09,14.09,13.52,13.95,74797
2020-09-09 00:00,13.95,14.5,13.69,14.19,91199
2020-09-09 04:00,14.2,14.39,13.8,14.2,79379
2020-09-09 08:00,14.19,14.91,14.18,14.57,112038
2020-09-09 12:00,14.57,14.9,14.45,14.61,107798
2020-09-09 16:00,14.61,15,14.61,14.89,62971
2020-09-09 20:00,14.9,15.36,14.85,15.06,63688
2020-09-10 00:00,15.03,15.6,15.01,15.38,43919
2020-09-10 04:00,15.38,15.49,15.19,15.22,27614
2020-09-10 08:00,15.22,15.67,15.13,15.33,64554
2020-09-10 12:00,15.33,15.33,14,14.21,105449
2020-09-10 16:00,14.25,14.6,13.8,14.31,59685
2020-09-10 20:00,14.31,15.29,13.8,14.15,47447
2020-09-11 00:00,14.15,14.18,13.48,13.74,24055
2020-09-11 04:00,13.74,13.96,13.61,13.83,25508
2020-09-11 08:00,13.83,14.95,13.83,14.12,37623
2020-09-11 12:00,14.12,14.21,13.8,14.21,30259
2020-09-11 16:00,14.21,14.31,14.06,14.15,24275
2020-09-11 20:00,14.15,14.41,14.08,14.37,20542
2020-09-12 00:00,14.37,14.41,14.29,14.32,9265
2020-09-12 04:00,14.32,14.37,14.03,14.08,16064
2020-09-12 08:00,14.08,14.1,13.73,13.8,31737
2020-09-12 12:00,13.76,13.92,13.13,13.74,38758
2020-09-12 16:00,13.72,13.95,13.72,13.85,18938
2020-09-12 20:00,13.85,14,13.79,13.87,14453
2020-09-13 00:00,13.9,14.3,13.83,13.92,13037
2020-09-13 04:00,13.92,13.94,13.6,13.63,23331
2020-09-13 08:00,13.63,13.64,13.09,13.09,37799
2020-09-13 12:00,13.09,13.5,12.9,13.22,36545
2020-09-13 16:00,13.22,13.28,12.8,13.22,17148
2020-09-13 20:00,13.25,13.5,13.05,13.14,15780
2020-09-14 00:00,13.15,13.17,12.88,13.09,20840
2020-09-14 04:00,13.09,13.33,12.86,13,45499
2020-09-14 08:00,13,14.14,12.42,13.82,123686
2020-09-14 12:00,13.82,14.4,13.54,14.14,132179
2020-09-14 16:00,14.14,14.2,13.68,14.07,43267
2020-09-14 20:00,14.07,14.4,13.79,13.96,29722
2020-09-15 00:00,13.96,14.26,13.76,14.04,38448
2020-09-15 04:00,14.04,14.94,13.98,14.13,158932
2020-09-15 08:00,14.11,14.52,14,14.28,80899
2020-09-15 12:00,14.28,14.32,12.95,13.31,118328
2020-09-15 16:00,13.31,13.31,12.96,13.05,34138
2020-09-15 20:00,13.07,13.2,12.51,12.66,44199
2020-09-16 00:00,12.66,12.67,11.82,12.48,41809
2020-09-16 04:00,12.5,12.86,12.35,12.84,43420
2020-09-16 08:00,12.83,12.93,12.34,12.52,36174
2020-09-16 12:00,12.52,12.85,12.47,12.73,27369
2020-09-16 16:00,12.76,12.76,12.02,12.25,34800
2020-09-16 20:00,12.24,12.96,12.18,12.76,34898
2020-09-17 00:00,12.76,12.87,12.4,12.52,18559
2020-09-17 04:00,12.49,12.6,12.1,12.16,24195
2020-09-17 08:00,12.12,12.2,11.8,11.83,32635
2020-09-17 12:00,11.83,12.2,11.75,11.89,26725
2020-09-17 16:00,11.9,12.32,11.75,12.05,38412
2020-09-17 20:00,12.1,12.22,11.92,12.01,19395
2020-09-18 00:00,12.01,12.24,11.92,12.04,9872
2020-09-18 04:00,12.06,12.21,12.01,12.07,25221
2020-09-18 08:00,12.07,12.3,12,12.19,41002
2020-09-18 12:00,12.16,12.2,11.32,11.55,55767
2020-09-18 16:00,11.54,11.65,10.8,11.26,60976
2020-09-18 20:00,11.26,11.34,11.13,11.27,9019
2020-09-19 00:00,11.26,11.5,11.22,11.46,10178
2020-09-19 04:00,11.46,11.56,11.19,11.33,33724
2020-09-19 08:00,11.34,12,11.21,11.64,58828
2020-09-19 12:00,11.67,11.92,11.54,11.54,28624
2020-09-19 16:00,11.54,12.23,11.54,11.98,53355
2020-09-19 20:00,11.98,12,11.82,11.98,10928
2020-09-20 00:00,11.98,12.06,11.84,12.02,12216
2020-09-20 04:00,12.02,12.2,11.72,11.74,19805
2020-09-20 08:00,11.72,11.77,11.15,11.25,23205
2020-09-20 12:00,11.23,11.37,9.77,10.64,128858
2020-09-20 16:00,10.64,10.78,10.38,10.38,41874
2020-09-20 20:00,10.38,10.76,10.23,10.74,25224
2020-09-21 00:00,10.74,10.93,10.74,10.79,16080
2020-09-21 04:00,10.78,11,10.2,10.32,50044
2020-09-21 08:00,10.32,10.33,8.84,9.02,189297
2020-09-21 12:00,9.02,9.27,8.42,8.56,160042
2020-09-21 16:00,8.57,9.51,8.44,8.95,104286
2020-09-21 20:00,8.95,9.35,8.76,8.9,42750
2020-09-22 00:00,8.9,9.1,8.83,9.02,23377
2020-09-22 04:00,9.03,9.07,8.41,8.65,96663
2020-09-22 08:00,8.65,8.77,8.52,8.71,50286
2020-09-22 12:00,8.73,8.79,8.15,8.66,83612
2020-09-22 16:00,8.67,8.95,8.65,8.76,50724
2020-09-22 20:00,8.76,8.81,8.68,8.76,20216
2020-09-23 00:00,8.76,8.87,8.57,8.6,23179
2020-09-23 04:00,8.6,8.75,8.33,8.42,60265
2020-09-23 08:00,8.42,8.61,8.3,8.59,58026
2020-09-23 12:00,8.59,9.5,8.59,9.31,210058
2020-09-23 16:00,9.32,9.34,8.31,8.62,172674
2020-09-23 20:00,8.63,8.99,8.53,8.92,61067
2020-09-24 00:00,8.91,9.15,8.84,8.89,60837
2020-09-24 04:00,8.89,9.1,8.89,8.93,43256
2020-09-24 08:00,8.95,9.2,8.85,9.09,58990
2020-09-24 12:00,9.09,9.24,8.95,9.16,79654
2020-09-24 16:00,9.15,9.16,8.93,9.08,50808
2020-09-24 20:00,9.08,9.39,9.02,9.31,61878
2020-09-25 00:00,9.31,9.35,9.14,9.21,24722
2020-09-25 04:00,9.21,9.36,9.15,9.24,33026
2020-09-25 08:00,9.24,9.67,9.21,9.52,57078
2020-09-25 12:00,9.51,10.11,9.37,9.84,83494
2020-09-25 16:00,9.84,10.49,9.75,10.02,90720
2020-09-25 20:00,10,10.17,9.93,9.99,31809
2020-09-26 00:00,9.98,10.06,9.95,9.99,15977
2020-09-26 04:00,9.99,10.17,9.96,10.02,23246
2020-09-26 08:00,10.02,10.8,10.02,10.18,77008
2020-09-26 12:00,10.17,10.62,10.05,10.57,55216
2020-09-26 16:00,10.57,10.6,10.29,10.41,28454
2020-09-26 20:00,10.41,10.49,10.24,10.45,23154
2020-09-27 00:00,10.45,10.46,10.33,10.33,8590
2020-09-27 04:00,10.33,10.41,9.93,10.07,41841
2020-09-27 08:00,10.07,10.07,9.6,9.84,76130
2020-09-27 12:00,9.84,10.06,9.79,9.9,48520
2020-09-27 16:00,9.92,9.99,9.87,9.96,21549
2020-09-27 20:00,9.96,10.29,9.87,10.21,36765
2020-09-28 00:00,10.21,10.5,10.12,10.44,37925
2020-09-28 04:00,10.43,10.46,10.14,10.14,27837
2020-09-28 08:00,10.14,10.35,10.05,10.3,29459
2020-09-28 12:00,10.3,10.5,10.28,10.44,34535
2020-09-28 16:00,10.44,10.44,10.1,10.23,37958
2020-09-28 20:00,10.22,10.25,9.85,10.11,34312
2020-09-29 00:00,10.11,10.12,9.93,10.1,19239
2020-09-29 04:00,10.09,10.29,9.99,10.18,17676
2020-09-29 08:00,10.18,10.33,10.17,10.23,46818
2020-09-29 12:00,10.23,10.27,10.05,10.09,52091
2020-09-29 16:00,10.09,10.13,9.97,10.11,34601
2020-09-29 20:00,10.12,10.28,10.11,10.19,16626
2020-09-30 00:00,10.19,10.21,10.07,10.16,12817
2020-09-30 04:00,10.16,10.45,10.12,10.35,54099
2020-09-30 08:00,10.35,10.37,10.11,10.36,44863
2020-09-30 12:00,10.36,10.62,10.23,10.57,71397
2020-09-30 16:00,10.57,10.62,10.25,10.25,49219
2020-09-30 20:00,10.26,10.4,10.23,10.4,16196
2020-10-01 00:00,10.4,10.45,10.35,10.35,17433
2020-10-01 04:00,10.35,10.86,10.33,10.74,71546
2020-10-01 08:00,10.75,10.82,10.7,10.76,37334
2020-10-01 12:00,10.75,10.97,10,10.12,155357
2020-10-01 16:00,10.1,10.37,10,10.25,65576
2020-10-01 20:00,10.25,10.33,10.14,10.19,19748
2020-10-02 00:00,10.2,10.3,10.16,10.19,11118
2020-10-02 04:00,10.19,10.19,9.19,9.31,110780
2020-10-02 08:00,9.31,9.46,8.93,9.32,72866
2020-10-02 12:00,9.32,9.52,9.18,9.52,55198
2020-10-02 16:00,9.52,9.55,8.9,9.48,29675
2020-10-02 20:00,9.48,9.49,9.19,9.36,34239
2020-10-03 00:00,9.38,9.46,9.38,9.46,7433
2020-10-03 04:00,9.45,9.46,9.29,9.4,12375
2020-10-03 08:00,9.41,9.47,9.32,9.38,21529
2020-10-03 12:00,9.38,9.56,9.36,9.5,13802
2020-10-03 16:00,9.51,9.53,9.41,9.42,10826
2020-10-03 20:00,9.42,9.42,8.94,9.08,47727
2020-10-04 00:00,9.07,9.1,8.87,9.1,29006
2020-10-04 04:00,9.08,9.29,9.07,9.25,15670
2020-10-04 08:00,9.26,9.27,9.09,9.21,18679
2020-10-04 12:00,9.22,9.28,8.98,9.08,22594
2020-10-04 16:00,9.1,9.24,9.04,9.08,21428
2020-10-04 20:00,9.07,9.12,8.99,9.02,15205
2020-10-05 00:00,9.02,9.09,8.63,8.65,43228
2020-10-05 04:00,8.64,8.76,7.98,8.24,153272
